threshold,accuracy,f1,precision,recall
0.7,0.834072759538598,0.7896512935883014,0.8775,0.7177914110429447
0.705,0.834072759538598,0.7896512935883014,0.8775,0.7177914110429447
0.71,0.8322981366459627,0.7869222096956031,0.8768844221105527,0.7137014314928425
0.715,0.8331854480922803,0.7878103837471784,0.8790931989924433,0.7137014314928425
0.72,0.8322981366459627,0.7864406779661017,0.8787878787878788,0.7116564417177914
0.725,0.8322981366459627,0.7864406779661017,0.8787878787878788,0.7116564417177914
0.73,0.8296362023070097,0.782312925170068,0.8778625954198473,0.7055214723926381
0.735,0.8305235137533274,0.7832009080590239,0.8801020408163265,0.7055214723926381
0.74,0.8305235137533274,0.7832009080590239,0.8801020408163265,0.7055214723926381
0.745,0.8296362023070097,0.7818181818181819,0.8797953964194374,0.7034764826175869
0.75,0.8287488908606921,0.7804323094425484,0.8794871794871795,0.7014314928425358
0.755,0.8278615794143744,0.7790432801822323,0.8791773778920309,0.6993865030674846
0.76,0.8278615794143744,0.7790432801822323,0.8791773778920309,0.6993865030674846
0.765,0.8287488908606921,0.7799315849486887,0.8814432989690721,0.6993865030674846
0.77,0.8287488908606921,0.7799315849486887,0.8814432989690721,0.6993865030674846
0.775,0.8287488908606921,0.7794285714285715,0.883419689119171,0.6973415132924335
0.78,0.8287488908606921,0.7789232531500573,0.8854166666666666,0.6952965235173824
0.785,0.8287488908606921,0.7789232531500573,0.8854166666666666,0.6952965235173824
0.79,0.8278615794143744,0.7775229357798165,0.8851174934725848,0.6932515337423313
0.795,0.8305235137533274,0.7802071346375143,0.8921052631578947,0.6932515337423313
0.8,0.8305235137533274,0.7802071346375143,0.8921052631578947,0.6932515337423313
